Chat	Chat
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerArm
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerArm.OriginalSize
Motor6D	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerArm.RightElbow
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerArm.RightElbowRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerArm.RightElbowRigAttachment.OriginalPosition
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerArm.RightWristRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerArm.RightWristRigAttachment.OriginalPosition
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerLeg
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerLeg.OriginalSize
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerLeg.RightAnkleRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerLeg.RightAnkleRigAttachment.OriginalPosition
Motor6D	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerLeg.RightKnee
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerLeg.RightKneeRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightLowerLeg.RightKneeRigAttachment.OriginalPosition
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperArm
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperArm.OriginalSize
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperArm.RightElbowRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperArm.RightElbowRigAttachment.OriginalPosition
Motor6D	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperArm.RightShoulder
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperArm.RightShoulderAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperArm.RightShoulderAttachment.OriginalPosition
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperArm.RightShoulderRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperArm.RightShoulderRigAttachment.OriginalPosition
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperLeg
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperLeg.OriginalSize
Motor6D	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperLeg.RightHip
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperLeg.RightHipRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperLeg.RightHipRigAttachment.OriginalPosition
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperLeg.RightKneeRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.RightUpperLeg.RightKneeRigAttachment.OriginalPosition
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.BodyBackAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.BodyBackAttachment.OriginalPosition
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.BodyFrontAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.BodyFrontAttachment.OriginalPosition
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.LeftCollarAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.LeftCollarAttachment.OriginalPosition
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.LeftShoulderRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.LeftShoulderRigAttachment.OriginalPosition
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.NeckAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.NeckAttachment.OriginalPosition
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.NeckRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.NeckRigAttachment.OriginalPosition
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.OriginalSize
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.RightCollarAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.RightCollarAttachment.OriginalPosition
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.RightShoulderRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.RightShoulderRigAttachment.OriginalPosition
Motor6D	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.Waist
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.WaistRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.UpperTorso.WaistRigAttachment.OriginalPosition
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.head
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.head.Handle
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.head.Handle.HatAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.head.Handle.OriginalSize
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.head.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.head.Meshes/rootbeersalesman_Sphere
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftFoot
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftFoot.Handle
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftFoot.Handle.LeftAnkleRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftFoot.Handle.OriginalSize
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftFoot.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftFoot.Meshes/rootbeersalesman_Dummy8
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftForearm
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftForearm.Handle
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftForearm.Handle.LeftElbowRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftForearm.Handle.OriginalSize
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftForearm.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftForearm.Meshes/rootbeersalesman_Dummy11.001
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftLowerLeg
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftLowerLeg.Handle
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftLowerLeg.Handle.LeftKneeRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftLowerLeg.Handle.OriginalSize
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftLowerLeg.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftLowerLeg.leftLowerLeg
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftShoulder
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftShoulder.Handle
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftShoulder.Handle.LeftShoulderAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftShoulder.Handle.OriginalSize
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftShoulder.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftShoulder.Meshes/rootbeersalesman_Dummy11.003
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftUpperLeg
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftUpperLeg.Handle
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftUpperLeg.Handle.LeftHipRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftUpperLeg.Handle.OriginalSize
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftUpperLeg.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.leftUpperLeg.leftUpperLeg
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightFoot
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightFoot.Handle
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightFoot.Handle.OriginalSize
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightFoot.Handle.RightAnkleRigAttachment
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightFoot.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightFoot.Meshes/rootbeersalesman_Dummy8
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightForearm
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightForearm.Handle
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightForearm.Handle.OriginalSize
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightForearm.Handle.RightElbowRigAttachment
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightForearm.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightForearm.Meshes/rootbeersalesman_Dummy11
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightLowerLeg
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightLowerLeg.Handle
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightLowerLeg.Handle.OriginalSize
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightLowerLeg.Handle.RightKneeRigAttachment
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightLowerLeg.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightLowerLeg.rightLowerLeg
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightShoulder
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightShoulder.Handle
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightShoulder.Handle.OriginalSize
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightShoulder.Handle.RightShoulderAttachment
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightShoulder.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightShoulder.Meshes/rootbeersalesman_Dummy11.003
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightUpperLeg
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightUpperLeg.Handle
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightUpperLeg.Handle.OriginalSize
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightUpperLeg.Handle.RightHipRigAttachment
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightUpperLeg.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.rightUpperLeg.rightUpperLeg
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.upperTorso
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.upperTorso.Handle
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.upperTorso.Handle.NeckRigAttachment
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.upperTorso.Handle.OriginalSize
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.upperTorso.Handle.Weld
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.upperTorso.Handle.Weld
Model	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.upperTorso.Model
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.upperTorso.Model.Meshes/rootbeersalesman_Dummy9.001
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.upperTorso.Model.Meshes/rootbeersalesman_Roundcube
Accessory	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.waist
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.waist.Handle
Vector3Value	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.waist.Handle.OriginalSize
Attachment	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.waist.Handle.WaistCenterAttachment
Weld	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.waist.Handle.Weld
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.ViewportFrame.model.vCaffy.waist.Meshes/rootbeersalesman_Dummy2.001
TextButton	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.button
TextButton	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.button
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.amount
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.amount
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.itemNameFrame
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.itemNameFrame
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.itemNameFrame.itemName
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.itemNameFrame.itemName
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.itemNameFrame.itemType
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.itemNameFrame.itemType
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.owned
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.owned
ImageLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.robuxIcon
ImageLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.buyFrame.robuxIcon
StringValue	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.cosmeticName
StringValue	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.cosmeticName
StringValue	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.id
StringValue	StarterGui.mainInterface.shop.featuredCosmetics.featuredArmorCosmeticShop.id
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop
ViewportFrame	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame
ViewportFrame	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame
Model	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model
Model	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model
Model	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model
Model	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model
Model	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cone.010
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cone.010
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cone.07450
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cone.07450
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cube.027
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cube.027
ParticleEmitter	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cube.027.ParticleEmitter
ParticleEmitter	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cube.027.ParticleEmitter
ParticleEmitter	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cube.027.ParticleEmitter
ParticleEmitter	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/ChaosAndOrder_Cube.027.ParticleEmitter
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/rootbeersalesman_Cylinder
MeshPart	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Model.Meshes/rootbeersalesman_Cylinder.001
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Part
Part	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.ViewportFrame.model.Part
TextButton	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.button
TextButton	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.button
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.amount
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.amount
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.itemNameFrame
Frame	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.itemNameFrame
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.itemNameFrame.itemName
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.itemNameFrame.itemName
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.itemNameFrame.itemType
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.itemNameFrame.itemType
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.owned
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.owned
ImageLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.robuxIcon
ImageLabel	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.buyFrame.robuxIcon
StringValue	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.cosmeticName
StringValue	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.cosmeticName
StringValue	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.id
StringValue	StarterGui.mainInterface.shop.featuredCosmetics.featuredWeaponCosmeticShop.id
TextLabel	StarterGui.mainInterface.shop.featuredCosmetics.info
ImageLabel	StarterGui.mainInterface.shop.featuredCosmetics.inner
TextButton	StarterGui.mainInterface.shop.gamepassTab
